Name	Type	SaveFileId	Image	Video
Riddler Trophy (Bleake, Panessa Questionwall [pathtoscan])	Riddler Trophies	PickedUp_CityZ_Pickup_5 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-puzzle-trophy-outside-1024x576.jpg	
Bomb (Bleake, Chinatown Roundabout)	Bombs	SS_CommandBeacons_CityZ_08_ChD1ab_Ch789.RCommandBeacon_3_destroyed 	https://static.gosunoob.com/img/1/2015/07/campaign-for-disarmamanet-bleake-island-1024x576.jpg	
Azrael 3 (Roundabout, use map)	Azrael	SS_Azrael_Fight3_Complete		
Watchtower (Bleake, Chinatown Roundabout)	Watchtower	SS_Watchtowers_CityZ_08_ChX1_Ch789_LOD1.RRadarTower_0_destroyed 	https://static.gosunoob.com/img/1/2015/07/occupy-gotham-bleake-island-1024x576.jpg	
Penguin 2	Penguin	PenguinCache_C3_Thugs_Done 		
Zsaz Dock Riddle (North Founders)	Riddles	PickedUp_CityY_Riddler_40	https://static.gosunoob.com/img/1/2015/06/founders-island-riddle-solution-1024x576.jpg	
Riddler Trophy (Founders, North West Wooden Wall)	Riddler Trophies	PickedUp_CityY_Pickup_19	https://static.gosunoob.com/img/1/2015/06/riddler-trophies-construction-site-1024x576.jpg	
Riddler Trophy (Founders, North West Winch Fly)	Riddler Trophies	PickedUp_CityY_Pickup_4	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-construction-site-1024x576.jpg	
Bomb (Founders, North Underground Tunnel Near Pyg)	Bombs	SS_CommandBeacons_CityY_04_ChD1ab_Ch3456789.RCommandBeacon_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/founders-island-side-mission-landmine-1024x576.jpg	
Pyg (Founders, North; Thigh Shoulder Hand)	Pyg	SS_Pyg_Victim6Done	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_The_Perfect_Crime_Body_Founders_Island_1-1024x576.jpg	
Breakable Shield (Founders, TunnelEntrance LexCorp)	Breakable Objects	PickedUp_CityY_MilitiaShield_7	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders3B.jpg	
Breakable Shield (Founders, Underground Wayne Plaza)	Breakable Objects	PickedUp_CityY_MilitiaShield_8	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders6B.jpg	
Riddler Trophy (Founders, NorthWest-most area)	Riddler Trophies	PickedUp_CityY_Pickup_26 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-train-yard-1024x576.jpg	
Firemen (Founders, Northwest-most area)	Firemen	SS_FireCrew_3_Rescued	https://static.gosunoob.com/img/1/2015/07/Founders_Island_The_Line_of_Duty_Batman_Arkham_Knight-1024x576.jpg	
Bomb (Founders, Urbarail Middle)	Bombs	SS_CommandBeacons_CityY_08_ChD1ab_Ch3456789.RCommandBeacon_1_destroyed     	https://static.gosunoob.com/img/1/2015/07/founders-island-explosive-device-1024x576.jpg	
Checkpoint (Founders, Mideast Top Level)	Checkpoints	Checkpoint_Y_ODestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_6-1024x576.jpg	
Riddler Trophy (Founders, BelowBankWatchtower)	Riddler Trophies	PickedUp_CityY_Pickup_23	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-solution-founders-island-1024x576.jpg	
Watchtower (Founders, Bank Near Stock Exchange)	Watchtower	SS_Watchtowers_CityY_13_ChX1_Ch789_LOD1.RRadarTower_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/goth-corp-watchtower-founders-island-1024x576.jpg	
Riddler Trophy (Founders, LexCorpBuilding)	Riddler Trophies	PickedUp_CityY_Pickup_12 	https://static.gosunoob.com/img/1/2015/06/synthesizer-puzzle-founders-island-1024x576.jpg	
APC 6	APC	SS_APC_APC6Complete 		
Riddler Trophy (Stagg Beta, Voice Synthesizer Front Left)	Riddler Trophies	PickedUp_Stagg_Pickup_20 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-stagg-airships-location-1024x576.jpg	
Riddler Trophy (Stagg Beta, Freeze Blast Back Left)	Riddler Trophies	PickedUp_Stagg_Pickup_22 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-monkey-puzzle-airship-1024x576.jpg	
Riddler Trophy (Stagg Beta, Cell in Corridor)	Riddler Trophies	PickedUp_Stagg_Pickup_16 	https://static.gosunoob.com/img/1/2015/06/airship-beta-riddler-trophy-bak-1024x576.jpg	
Riddler Trophy (Stagg Beta, AtSideExit)	Riddler Trophies	PickedUp_Stagg_Pickup_19 	https://static.gosunoob.com/img/1/2015/06/airship-beta-riddler-trophy-1024x576.jpg	
Riddler Trophy (Stagg Alpha, Sentry Gun Corridor)	Riddler Trophies	PickedUp_Stagg_Pickup_10 	https://static.gosunoob.com/img/1/2015/06/stagg-airships-turret-riddle-1024x576.jpg	
Breakable (Stagg Alpha, Sentry Gun Corridor)	Breakable Objects	PickedUp_Stagg_InsectCrate_6 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg13D.jpg	
Riddler Trophy (Stagg Alpha, Above Sentry Gun Corridor)	Riddler Trophies	PickedUp_Stagg_Pickup_9 	https://static.gosunoob.com/img/1/2015/06/stag-airship-line-launcher-puzzle-1024x576.jpg	
Riddler Trophy (Stagg Alpha, Crash Glass)	Riddler Trophies	PickedUp_Stagg_Pickup_7 	https://static.gosunoob.com/img/1/2015/06/airlock-puzzle-stagg-airships-1024x576.jpg	
Riddler Trophy (Stagg Beta, Fallen Trophy)	Riddler Trophies	PickedUp_Stagg_Pickup_18	https://static.gosunoob.com/img/1/2015/06/stagg-airship-riddler-trophy-dropped-cliff-1024x576.jpg	
Azrael 4 (LadyGotham)	Azrael	SS_Azrael_Fight4_Complete		
Sabotoge Drone Upgrade	Upgrades	Unlocked_DisruptorSabDrone		
Sabotoge Detective Scanner Upgrade	Upgrades	Unlocked_DisruptorSabDectModeDect		
Sabotoge Jammer Upgrade	Upgrades	Unlocked_DisruptorSabDectModeJam		
Watchtower (Miagani, NorthNearLadyOfGotham)	Watchtower	SS_Watchtowers_CityX_05_ChX1_Ch56789_LOD1.RRadarTower_3_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-occupy-gotham-1024x576.jpg	
Checkpoint (Miagani, Theater)	Checkpoints	Checkpoint_X_GDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_7.jpg	
Watchtower (Miagani, Drone skybridge)	Watchtower	SS_Watchtowers_CityX_10_ChX1_Ch56789_LOD1.RRadarTower_7_destroyed 	https://static.gosunoob.com/img/1/2015/07/turret-puzzle-watchtower-miagani-island-1024x576.jpg	
Riddler Trophy (Miagani, Gotham Herald Robot Fight)	Riddler Trophies	PickedUp_CityX_Pickup_9 	https://static.gosunoob.com/img/1/2015/06/gotham-herald-riddler-puzzle-trophy-1024x576.jpg	
Breakable Shield (Founders, TunnelEntrance)	Breakable Objects	PickedUp_CityY_MilitiaShield_15 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders12B.jpg	
Riddler Trophy (Founders, OfficeTunnelEntrance)	Riddler Trophies	PickedUp_CityY_Pickup_3 	https://static.gosunoob.com/img/1/2015/06/founders-island-subway-riddler-trophy-1024x576.jpg	
Riddler Trophy (Founders, Annoying Tank)	Riddler Trophies	PickedUp_CityY_Pickup_5 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-subway-tank-1024x576.jpg	
Breakable Shield (Founders, ToTheRight AfterTanks)	Breakable Objects	PickedUp_CityY_MilitiaShield_12     	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders13B.jpg	
Breakable Shield (Founders, AboveDoorBeforeupsidedown)	Breakable Objects	PickedUp_CityY_MilitiaShield_13 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders14B.jpg	
Riddler Trophy (Founders, RoofAboveRampSwitch)	Riddler Trophies	PickedUp_CityY_Pickup_36 	https://static.gosunoob.com/img/1/2015/06/founders-island-subway-riddler-trophy-control-room-1024x576.jpg	
Riddler Trophy (Founders, WalkwayAboveCrossroads)	Riddler Trophies	PickedUp_CityY_Pickup_37 	https://static.gosunoob.com/img/1/2015/06/subway-walkway-riddler-trophy-1024x576.jpg	
Riddler Trophy (Founders, RightRoomOnChair)	Riddler Trophies	PickedUp_CityY_Pickup_41 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-subway-machine-1024x576.jpg	
Riddler Trophy (Founders, RightRoomUpAbove)	Riddler Trophies	PickedUp_CityY_Pickup_40 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-subway-tunnel-riddler-trophy-1024x576.jpg	
Riddler Trophy (Founders, NearMiddleRoomOnLeft)	Riddler Trophies	PickedUp_CityY_Pickup_38     	https://static.gosunoob.com/img/1/2015/06/founders-island-subway-tunnel-underground-trophy-1024x576.jpg	
Breakable Shield (Founders, MiddleRoomOnRight)	Breakable Objects	PickedUp_CityY_MilitiaShield_14 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders15B.jpg	
Riddler Trophy (Founders, LeftRoomOnWood)	Riddler Trophies	PickedUp_CityY_Pickup_39 	https://static.gosunoob.com/img/1/2015/06/subway-tunnel-riddler-trophy-founders-island-1024x576.jpg	
Riddler Trophy (Bleake, [Cloudburst] Near Clocktower Founders)	Riddler Trophies	PickedUp_CityZ_Pickup_12 	https://static.gosunoob.com/img/1/2015/06/rat-maze-puzzle-trophy-1024x576.jpg	
Azrael Done (5 16 28 41) 	Azrael	SS_Azrael_Clocktower_ForensicsStarted		
Riddler Trophy (Miagani, Midtown Mall Donut Plaza)	Riddler Trophies	PickedUp_CityX_Pickup_6 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-puzzle-mall-solution-1024x576.jpg	
Freeflow Focus Mk2 Upgrade	Upgrades	Unlocked_FreeflowFocusMk2		
Tank Emergency Energy Upgrade	Upgrades	Unlocked_BmblGeneratorShielding1		
Tank Energy Storage Protection Upgrade	Upgrades	Unlocked_BmblGeneratorShielding2		
Riddler Trophy (Miagani, SE BlockedBridge Gears)	Riddler Trophies	PickedUp_CityX_Pickup_3 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-bridge-puzzle-bak-1024x576.jpg	
Hush (use map)	Hush	SS_Hush_ShowdownStart 		
Checkpoint (Miagani, South)	Checkpoints	Checkpoint_X_HDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Final_Militia_Compound-1024x576.jpg	
Riddler Trophy (Miagani, Ferris Wheel)	Riddler Trophies	PickedUp_CityX_Pickup_12 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-newton-fairgrounds-1024x576.jpg	
Riddler Trophy (Miagani, Past Ferris Wheel)	Riddler Trophies	PickedUp_CityX_Pickup_28 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-newton-fairgrounds-1024x576.jpg	
Freeze Start	Freeze	DLC_Freeze_Boat_Predator_Complete		
Riddler Orphanage 4 (Look at linked image)	Riddler Mission	Orphan_09_Complete 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Advanced_Deathtraps_Riddlers_Revenge-1024x576.jpg	
Riddler Bomb (Miagani, Near Orphanage)	Riddler Bomb	PickedUp_CityX_Bomb_16 	https://static.gosunoob.com/img/1/2015/07/Miagani_Island_Riddler_Victim_Batman_Arkham_Knight_1-1024x576.jpg	
Riddler Trophy (Miagani, Under UpperFoundersBridge)	Riddler Trophies	PickedUp_CityX_Pickup_8 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-miagani-island-puzzle-trophy-solution-1024x576.jpg	
League of Assassins Done [let Ras live]	League of Assassins	DLC_Ras_Hospital_Choice		
Riddler Trophy (Miagani, Top Of Hospital Race)	Riddler Trophies	PickedUp_CityX_Pickup_17 	https://static.gosunoob.com/img/1/2015/06/miagani-island-time-trial-hospital-1024x576.jpg	
Riddler Race 3 (use map 3 1)	Riddler Mission	Orphan_C7_RaceComplete 		
Checkpoint (Miagani, SouthOfMercyBridge)	Checkpoints	Checkpoint_X_EDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_6-1024x576.jpg	
Riddler Trophy (Miagani, Mercy Bridge)	Riddler Trophies	PickedUp_CityX_Pickup_13 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-miagani-island-solution-1024x576.jpg	
Watchtower (Miagani, NextToBridgeAcrossFromGCPD)	Watchtower	SS_Watchtowers_CityX_06_ChX1_Ch789_LOD1.RRadarTower_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-militia-watchtower-side-mission-1024x576.jpg	
Checkpoint (Miagani, NextToBridgeAcrossFromGCPD)	Checkpoints	Checkpoint_X_DDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_5-1024x576.jpg	
Bomb (Miagani, NextToParkingGarage)	Bombs	SS_CommandBeacons_CityX_06_ChD1ab_Ch789.RCommandBeacon_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-landmine-defuse-1024x576.jpg	
Watchtower (Miagani, Gotham Bank)	Watchtower	SS_Watchtowers_CityX_11_ChX1_Ch789_LOD1.RRadarTower_8_destroyed 	https://static.gosunoob.com/img/1/2015/07/bank-of-gotham-militia-watchtower-miagani-island-1024x576.jpg	
Two Face Bank 3 (Miagani)	Two Face	Bank03_Empty 		
APC 7	APC	SS_APC_APC7Complete 		
Manbat Done	ManBat	SS_ManBat_Cure_FullDose2 		
Batmobile Dodge Upgrade	Upgrades	Unlocked_BmblDoubleDodge 		
Speak to GCPD Dude	Main Story	Ch8_Track_Gordon_Objective_Added 		
Bomb (Founders, BleakBridge)	Bombs	SS_CommandBeacons_CityY_05_ChD1ab_Ch789_LOD1.RCommandBeacon_0_destroyed 	https://static.gosunoob.com/img/1/2015/07/founders-island-disarm-landmine-1024x576.jpg	
Riddler Trophy (Founders, Pyg)	Riddler Trophies	PickedUp_CityY_Pickup_30 		
Pyg Riddle (DON'T FORGET THIS)	Riddles	PickedUp_CityY_Riddler_30 		
Pyg Done	Pyg	SS_Pyg_InBatmobile_Dialogue 		
Breakable Shield (Founders, Stock Exchange [midwest])	Breakable Objects	PickedUp_CityY_MilitiaShield_2 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders4B.jpg	
Checkpoint (Founders, NextToStockExchange)	Checkpoints	Checkpoint_Y_RDestroyed	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_5-1024x576.jpg	
Riddler Trophy (Founders, In Checkpoint Winch)	Riddler Trophies	PickedUp_CityY_Pickup_6 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-spike-trap-1024x576.jpg	
Riddler Trophy (Founders, stairs on building next to shield)	Riddler Trophies	PickedUp_CityY_Pickup_28 	https://static.gosunoob.com/img/1/2015/06/bak-riddler-trophies-ruins-1024x576.jpg	
Riddler Trophy (Founders, Shoot Weak Wall Near Firestation)	Riddler Trophies	PickedUp_CityY_Pickup_22 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-founders-island-goth-corp-1024x576.jpg	
Riddler Trophy (Founders, ScanNearCheckpoint)	Riddler Trophies	PickedUp_CityY_Pickup_18 	https://static.gosunoob.com/img/1/2015/06/scanner-puzzle-founders-island-1024x576.jpg	
Riddler Trophy (Founders,  Logerquist Towers Switch)	Riddler Trophies	PickedUp_CityY_Pickup_15 	https://static.gosunoob.com/img/1/2015/06/logerquist-towers-time-trial-1024x576.jpg	
Breakable (ArkhamHQ, Right Room Before Rappel)	Breakable Objects	PickedUp_HideOut_MiniDrone_8 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ3B.jpg	
Breakable (ArkhamHQ, 02 Above Batmobile)	Breakable Objects	PickedUp_HideOut_MiniDrone_1 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ2B.jpg	
Riddler Trophy (ArkhamHQ, DeskAboveTop)	Riddler Trophies	PickedUp_HideOut_Pickup_15 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-control-room-riddler-trophy-1024x576.jpg	
Riddler Trophy (ArkhamHQ, EncryptAboveTop)	Riddler Trophies	PickedUp_HideOut_Pickup_5 	https://static.gosunoob.com/img/1/2015/07/power-maze-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Breakable (ArkhamHQ, L2 Right Of Batmobile)	Breakable Objects	PickedUp_HideOut_MiniDrone_2 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ1B.jpg	
Breakable (ArkhamHQ, L3 LeftOfBatmobile)	Breakable Objects	PickedUp_HideOut_MiniDrone_5 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ4B.jpg	
Breakable (ArkhamHQ, L3 In Room Across BMBile)	Breakable Objects	PickedUp_HideOut_MiniDrone_4 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ5B.jpg	
Riddler Trophy (ArkhamHQ, L4/5 Bottom of Elevator Shaft)	Riddler Trophies	PickedUp_HideOut_Pickup_14 	https://static.gosunoob.com/img/1/2015/07/elevator-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Rabbit Riddle (L4 Across From Elevator)	Riddles	PickedUp_HideOut_Riddler_24 		
Breakable (ArkhamHQ, L4 Second Room Entrance)	Breakable Objects	PickedUp_HideOut_MiniDrone_3 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ6B.jpg	
Riddler Trophy (ArkhamHQ, L4 Vent Near Electric)	Riddler Trophies	PickedUp_HideOut_Pickup_3 	https://static.gosunoob.com/img/1/2015/07/wheel-puzzle-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Riddler Trophy (ArkhamHQ, L4 Elevator Up)	Riddler Trophies	PickedUp_HideOut_Pickup_6 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-elevator-riddler-trophy-1024x576.jpg	
Riddler Trophy (ArkhamHQ, L5 Bar Lounge)	Riddler Trophies	PickedUp_HideOut_Pickup_16 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-briefing-room-riddler-trophies-1024x576.jpg	
Breakable (ArkhamHQ, L5 Right Of Bar)	Breakable Objects	PickedUp_HideOut_MiniDrone_9 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ7B.jpg	
Riddler Trophy (ArkhamHQ, L5 Behind Curtain)	Riddler Trophies	PickedUp_HideOut_Pickup_17 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-briefing-room-riddler-trophies-1024x576.jpg	
Breakable (ArkhamHQ, L5 Before Enter Circle)	Breakable Objects	PickedUp_HideOut_MiniDrone_6 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ8B.jpg	
Breakable (ArkhamHQ, L4 Elevator After Sentry)	Breakable Objects	PickedUp_HideOut_MiniDrone_7 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ9B.jpg	
Riddler Trophy (ArkhamHQ, L4 Right Of Generator)	Riddler Trophies	PickedUp_HideOut_Pickup_4 	https://static.gosunoob.com/img/1/2015/07/locked-elevator-puzzle-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Riddler Trophy (ArkhamHQ, Tunnel After Excavator)	Riddler Trophies	PickedUp_HideOut_Pickup_13 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-boss-fight-riddler-trophy-1024x576.jpg	
Clocktower Riddle	Riddles	PickedUp_CityZ_Riddler_28 		
Riddler Trophy (Miagani Island, Lady of Gotham)	Riddler Trophies	PickedUp_CityX_Pickup_23 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-lady-liberty-1024x576.jpg	
Deacon	Deacon	SS_Deacon_COMPLETE 		
Penguin 3	Penguin	PenguinCache_C4_Thugs_Done 		
Riddler Trophy (Bleake, Panessa Studios Tunnel [before penguin])	Riddler Trophies	PickedUp_CityZ_Pickup_2	https://static.gosunoob.com/img/1/2015/06/panessa-studios-underground-puzzle-trophy-1024x576.jpg	
Riddler Trophy (Bleake, Penguin 3 Tunnel)	Riddler Trophies	PickedUp_CityZ_Pickup_39 	https://static.gosunoob.com/img/1/2015/06/penguin-cache-riddler-trophy-1024x576.jpg	
Freeze Fight	Freeze	DLC_Freeze_First_Location_Combat_Finished		
Riddler Trophy (Bleake, Robot Near Ace Bridge)	Riddler Trophies	PickedUp_CityZ_Pickup_15 	https://static.gosunoob.com/img/1/2015/06/bleake-island-puzzle-trophy-solution-1024x576.jpg	
Riddler Bomb (Bleake Island, North Urbarail Hotel)	Riddler Bomb	PickedUp_CityZ_Bomb_17	https://static.gosunoob.com/img/1/2015/06/Bleake_Island_Riddler_Victim_Batman_Arkham_Knight_1-1024x576.jpg	
Checkpoint (Bleake, Chinatown 3 turrets)	Checkpoints	Checkpoint_Z_BDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Bleake_Island_1-1024x576.jpg	
Checkpoint (Bleake, SE Chinatown)	Checkpoints	Checkpoint_Z_CDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Bleake_Island_4-1024x576.jpg	
Checkpoint (Bleake, NextToFoundersBridge)	Checkpoints	Checkpoint_Z_ADestroyed	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Bleake_Island_2-1024x576.jpg	
Checkpoint (Bleake, Next to previous checkpoint)	Checkpoints	Checkpoint_Z_UDestroyed	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Bleake_Island_3-1024x576.jpg	
Checkpoint (Founders, North)	Checkpoints	Checkpoint_Y_TDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_3-1024x576.jpg	
Riddler Trophy (Founders, In Checkpoint)	Riddler Trophies	PickedUp_CityY_Pickup_10	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-puzzle-drivethrough-1024x576.jpg	
Riddler Trophy (Founders, Divinity Church Robots)	Riddler Trophies	PickedUp_CityY_Pickup_13 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-founders-island-puzzle-trophy-robots-1024x576.jpg	
Riddler Trophy (Founders, Near Upper Miagani Bridge)	Riddler Trophies	PickedUp_CityY_Pickup_9 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-broken-bridge-founders-island-1024x576.jpg	
Penguin Done	Penguin	PenguinCache_C5_Thugs_Done 		
GCPD Assault	Main Story	Ch9c_Assault_on_GCPD_Complete 		
Riddler Trophy (Panessa, Left After Entrance Robots)	Riddler Trophies	PickedUp_Film_Pickup_28	https://static.gosunoob.com/img/1/2015/06/robot-takedown-riddler-trophy-panessa-studios-1024x576.jpg	
Riddler Trophy (Panessa, Middle Room BAC)	Riddler Trophies	PickedUp_Film_Pickup_33 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-poseidon-statue-riddler-trophy-1024x576.jpg	
Riddler Trophy (Panessa, Stage C Corridor Robot Freeze Grenade)	Riddler Trophies	PickedUp_Film_Pickup_31 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-studios-riddler-trophy-voice-puzzle-1024x576.jpg	
Breakable (Panessa, Before Stage C Door)	Breakable Objects	PickedUp_Film_JackInTheBox_13 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa7B.jpg	
Breakable (Panessa, Stage C vent)	Breakable Objects	PickedUp_Film_JackInTheBox_10	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa9B.jpg	
Riddler Trophy (Panessa, Stage C Remote Batarang)	Riddler Trophies	PickedUp_Film_Pickup_39	https://static.gosunoob.com/img/1/2015/06/stage-c-riddler-puzzle-trophy-vent-1024x576.jpg	
Riddler Trophy (Panessa, Slot Machine)	Riddler Trophies	PickedUp_Film_Pickup_36	https://static.gosunoob.com/img/1/2015/06/slot-puzzle-trophy-panessa-studios-1024x576.jpg	
Riddler Trophy (Panessa, BGRY YGBBYR GBYRBRYG)	Riddler Trophies	PickedUp_Film_Pickup_37	https://static.gosunoob.com/img/1/2015/06/riddle-color-puzzle-trophy-stage-c-panessa-studios-1024x576.jpg	
Bomb (Bleake, In Canal)	Bombs	SS_CommandBeacons_CityZ_09_ChD1ab_Ch9.RCommandBeacon_2_destroyed	https://static.gosunoob.com/img/1/2015/07/bleake-island-explosive-ordnance-campaign-for-disarmament-1024x576.jpg	
Watchtower (Bleake, Near GCPD [Kord building])	Watchtower	SS_Watchtowers_CityZ_14_ChX1a_Ch9_LOD1.RRadarTower_3_destroyed 	https://static.gosunoob.com/img/1/2015/07/bleake-island-militia-watchtower-kord-building-1024x576.jpg	
Watchtower (Bleake, Near GCPD [Above Gas Station])	Watchtower	SS_Watchtowers_CityZ_13_ChX1a_Ch9_LOD1.RRadarTower_2_destroyed 	https://static.gosunoob.com/img/1/2015/07/bleake-island-occupy-gotham-clock-tower-1024x576.jpg	
Riddler Trophy (ArkhamHQ, Level 2 Precise Timing)	Riddler Trophies	PickedUp_HideOut_Pickup_1	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-batarang-timing-trophy-1024x576.jpg	
Riddler Trophy (ArkhamHQ, L3 Awful Rolling Balls)	Riddler Trophies	PickedUp_HideOut_Pickup_2 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-rolling-puzzle-1024x576.jpg	
Riddler Trophy (ArkhamHQ, Level 4 Easy Circles)	Riddler Trophies	PickedUp_HideOut_Pickup_7 	https://static.gosunoob.com/img/1/2015/07/rotating-puzzle-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Riddler Trophy (ArkhamHQ, Level 5 Sentry)	Riddler Trophies	PickedUp_HideOut_Pickup_8 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-remote-batarang-riddler-trophy-1024x576.jpg	
Watchtower (Founders, Cityvision)	Watchtower	SS_Watchtowers_CityY_U09_ChX1a_Ch3456789_LOD1.RRadarTower_14_destroyed 	https://static.gosunoob.com/img/1/2015/07/founders-island-militia-watchtower-arkham-knight-building-1024x576.jpg	
Breakable (ArkhamHQ, North Room Ceiling)	Breakable Objects	PickedUp_HideOut_MiniDrone_14 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ13B.jpg	
Riddler Trophy (ArkhamHQ, North Room Under Table)	Riddler Trophies	PickedUp_HideOut_Pickup_18 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-riddler-trophy-under-table-1024x576.jpg	
Riddler Trophy (Arkham HQ, North Room Matching)	Riddler Trophies	PickedUp_HideOut_Pickup_11 	https://static.gosunoob.com/img/1/2015/07/memory-game-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Breakable (ArkhamHQ, West Room Lower Ceiling)	Breakable Objects	PickedUp_HideOut_MiniDrone_12 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ14B.jpg	
Corkboard Riddle (ArkhamHQ, West Room Lower)	Riddles	PickedUp_HideOut_Riddler_20 		
Riddler Trophy (ArkhamHQ, West Room West Wall)	Riddler Trophies	PickedUp_HideOut_Pickup_19 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-headquarters-riddler-trophy-1024x576.jpg	
Breakable (ArkhamHQ, West Room South Wall)	Breakable Objects	PickedUp_HideOut_MiniDrone_11 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ15B.jpg	
